DTYPE,code,displayValue,productCd,countryCd
CountryLookupValue,F68,Fraud Investigator,,IE
CountryLookupValue,F69,French Polisher,,IE
CountryLookupValue,F70,Fruiterer,,IE
CountryLookupValue,F71,Fuel Merchant,,IE
CountryLookupValue,F72,Fund Raiser,,IE
CountryLookupValue,F73,Funeral Director,,IE
CountryLookupValue,F74,Funeral Furnisher,,IE
CountryLookupValue,F75,Furnace Man,,IE
CountryLookupValue,F76,Furniture Dealer,,IE
CountryLookupValue,F77,Furniture Manufacturer,,IE
CountryLookupValue,F78,Furniture Remover,,IE
CountryLookupValue,F79,Furniture Restorer,,IE
CountryLookupValue,F80,Furrier,,IE
CountryLookupValue,G1,Gallery Owner,,IE
CountryLookupValue,G2,Gambler,,IE
CountryLookupValue,G3,Gamekeeper,,IE
CountryLookupValue,G4,Gaming Board Inspector,,IE
CountryLookupValue,G5,Gaming Club Manager,,IE
CountryLookupValue,G6,Gaming Club Proprietor,,IE
CountryLookupValue,G7,Garage Attendant,,IE
CountryLookupValue,G8,Garage Foreman,,IE
CountryLookupValue,G9,Garage Manager,,IE
CountryLookupValue,G10,Garda,,IE
CountryLookupValue,G11,Garden Designer,,IE
CountryLookupValue,G12,Gardener,,IE
CountryLookupValue,G13,Gas Fitter,,IE
CountryLookupValue,G14,Gas Mechanic,,IE
CountryLookupValue,G15,Gas Technician,,IE
CountryLookupValue,G16,Gate Keeper,,IE
CountryLookupValue,G17,Genealogist,,IE
CountryLookupValue,G18,General Dealer,,IE
CountryLookupValue,G19,General Manager,,IE
CountryLookupValue,G20,General Practitioner,,IE
CountryLookupValue,G21,Geologist,,IE
CountryLookupValue,G22,Geophysicist,,IE
CountryLookupValue,G23,Gilder,,IE
CountryLookupValue,G24,Glass Worker,,IE
CountryLookupValue,G25,Glazier,,IE
CountryLookupValue,G26,Goldsmith,,IE
CountryLookupValue,G27,Golf Caddy,,IE
CountryLookupValue,G28,Golf Club Professional,,IE
CountryLookupValue,G29,Golfer,,IE
CountryLookupValue,G30,Goods Handler,,IE
CountryLookupValue,G31,Governor,,IE
CountryLookupValue,G32,Granite Technician,,IE
CountryLookupValue,G33,Graphic Designer,,IE
CountryLookupValue,G34,Graphologist,,IE
CountryLookupValue,G35,Grave Digger,,IE
CountryLookupValue,G36,Gravel Merchant,,IE
CountryLookupValue,G37,Green Keeper,,IE
CountryLookupValue,G38,Greengrocer,,IE
CountryLookupValue,G39,Grocer,,IE
CountryLookupValue,G40,Groom,,IE
CountryLookupValue,G41,Ground Worker,,IE
CountryLookupValue,G42,Groundsman,,IE
CountryLookupValue,G43,Guard,,IE
CountryLookupValue,G44,Guest House Proprietor,,IE
CountryLookupValue,G45,Guide,,IE
CountryLookupValue,G46,Gun Smith,,IE
CountryLookupValue,G47,Gynaecologist,,IE
CountryLookupValue,H1,Hairdresser,,IE
CountryLookupValue,H2,Handyman,,IE
CountryLookupValue,H3,Harbour Master,,IE
CountryLookupValue,H4,Hardware Dealer,,IE
CountryLookupValue,H5,Haulage Contractor,,IE
CountryLookupValue,H6,Hawker,,IE
CountryLookupValue,H7,Head Accurist,,IE
CountryLookupValue,H8,Head Greenkeeper,,IE
CountryLookupValue,H9,Head Lad,,IE
CountryLookupValue,H10,Headteacher,,IE
CountryLookupValue,H11,Health Advisor,,IE
CountryLookupValue,H12,Health and Safety Consultant,,IE
CountryLookupValue,H13,Health and Safety Officer,,IE
CountryLookupValue,H14,Health Care Assistant,,IE
CountryLookupValue,H15,Health Planner,,IE
CountryLookupValue,H16,Health Therapist,,IE
CountryLookupValue,H17,Health Visitor,,IE
CountryLookupValue,H18,Hearing Therapist,,IE
CountryLookupValue,H19,Heating And Ventilation Engineer,,IE
CountryLookupValue,H20,Heating Engineer,,IE
CountryLookupValue,H21,Heating/Ventilation Engineer,,IE
CountryLookupValue,H22,Herbalist,,IE
CountryLookupValue,H23,Hgv Driver,,IE
CountryLookupValue,H24,Hgv Mechanic,,IE
CountryLookupValue,H25,Highway Inspector,,IE
CountryLookupValue,H26,Hire Car Driver,,IE
CountryLookupValue,H27,Hirer,,IE
CountryLookupValue,H28,Historian,,IE
CountryLookupValue,H29,Hod Carrier,,IE
CountryLookupValue,H30,Holiday Camp Staff - Licensed Premises,,IE
CountryLookupValue,H31,Holiday Camp Staff - Unlicensed Premises,,IE
CountryLookupValue,H32,Home Economist,,IE
CountryLookupValue,H33,Home Help,,IE
CountryLookupValue,H34,Homecare Manager,,IE
CountryLookupValue,H35,Homeopath,,IE
CountryLookupValue,H36,Homeworker,,IE
CountryLookupValue,H37,Hop Merchant,,IE
CountryLookupValue,H38,Horse Breeder,,IE
CountryLookupValue,H39,Horse Dealer,,IE
CountryLookupValue,H40,Horse Riding Instructor,,IE
CountryLookupValue,H41,Horse Trader,,IE
CountryLookupValue,H42,Horse Trainer,,IE
CountryLookupValue,H43,Horticultural Consultant,,IE
CountryLookupValue,H44,Horticulturalist,,IE
CountryLookupValue,H45,Hosiery Mechanic,,IE
CountryLookupValue,H46,Hosiery Worker,,IE
CountryLookupValue,H47,Hospital Consultant,,IE
CountryLookupValue,H48,Hospital Doctor,,IE
CountryLookupValue,H49,Hospital Manager,,IE
CountryLookupValue,H50,Hospital orderly,,IE
CountryLookupValue,H51,Hospital Technician,,IE
CountryLookupValue,H52,Hospital Warden,,IE
CountryLookupValue,H53,Hospital Worker,,IE
CountryLookupValue,H54,Hostess,,IE
CountryLookupValue,H55,Hot Foil Printer,,IE
CountryLookupValue,H56,Hotel Consultant,,IE
CountryLookupValue,H57,Hotel Worker,,IE
CountryLookupValue,H58,Hotelier,,IE
CountryLookupValue,H59,House Parent,,IE
CountryLookupValue,H60,House Sitter,,IE
CountryLookupValue,H61,Househusband,,IE
CountryLookupValue,H62,Housekeeper,,IE
CountryLookupValue,H63,Housewife,,IE
CountryLookupValue,H64,Housing Assistant,,IE
CountryLookupValue,H65,Housing Officer,,IE
CountryLookupValue,H66,Housing Supervisor,,IE
CountryLookupValue,H67,Human Resources Manager,,IE
CountryLookupValue,H68,Human Resources Staff,,IE
CountryLookupValue,H69,Hunt Master,,IE
CountryLookupValue,H70,Huntsman,,IE
CountryLookupValue,H71,Hydro Geologist,,IE
CountryLookupValue,H72,Hygienist,,IE
CountryLookupValue,H73,Hypnotherapist,,IE
CountryLookupValue,H74,Hypnotist,,IE
CountryLookupValue,I1,Ice Cream Vendor,,IE
CountryLookupValue,I2,Illustrator,,IE
CountryLookupValue,I3,Immigration Officer,,IE
CountryLookupValue,I4,Import Consultant,,IE
CountryLookupValue,I5,Importer,,IE
CountryLookupValue,I6,Independent Means,,IE
CountryLookupValue,I7,Induction Moulder,,IE
CountryLookupValue,I8,Industrial Chemist,,IE
CountryLookupValue,I9,Industrial Consultant,,IE
CountryLookupValue,I10,Industrial Designer,,IE
CountryLookupValue,I11,Injection Moulder,,IE
CountryLookupValue,I12,Inland Revenue Officer,,IE
CountryLookupValue,I13,Inspector,,IE
CountryLookupValue,I14,Instrument Engineer,,IE
CountryLookupValue,I15,Instrument Maker,,IE
CountryLookupValue,I16,Instrument Supervisor,,IE
CountryLookupValue,I17,Instrument Technician,,IE
CountryLookupValue,I18,Insurance Agent,,IE
CountryLookupValue,I19,Insurance Assessor,,IE
CountryLookupValue,I20,Insurance Broker,,IE
CountryLookupValue,I21,Insurance Consultant,,IE
CountryLookupValue,I22,Insurance Inspector,,IE
CountryLookupValue,I23,Insurance Representative,,IE
CountryLookupValue,I24,Interior Decorator,,IE
CountryLookupValue,I25,Interior Designer,,IE
CountryLookupValue,I26,Interpreter,,IE
CountryLookupValue,I27,Interviewer,,IE
CountryLookupValue,I28,Inventor,,IE
CountryLookupValue,I29,Investigator,,IE
CountryLookupValue,I30,Investment Advisor,,IE
CountryLookupValue,I31,Investment Banker,,IE
CountryLookupValue,I32,Investment Manager,,IE
CountryLookupValue,I33,Ironmonger,,IE
CountryLookupValue,I34,It Consultant,,IE
CountryLookupValue,I35,It Manager,,IE
CountryLookupValue,I36,It Trainer,,IE
CountryLookupValue,J1,Janitor,,IE
CountryLookupValue,J2,Jazz Composer,,IE
CountryLookupValue,J3,Jeweller,,IE
CountryLookupValue,J4,Jewellery Consultant,,IE
CountryLookupValue,J5,Jockey,,IE
CountryLookupValue,J6,Joiner,,IE
CountryLookupValue,J7,Joinery Consultant,,IE
CountryLookupValue,J8,Journalist,,IE
CountryLookupValue,J9,Journalistic Agent,,IE
CountryLookupValue,J10,Judge,,IE
CountryLookupValue,J11,Junk Shop Proprietor,,IE
CountryLookupValue,J12,Justice Of The Peace,,IE
CountryLookupValue,K1,Keep Fit Instructor,,IE
CountryLookupValue,K2,Kennel Hand,,IE
CountryLookupValue,K3,Kennel Maid,,IE
CountryLookupValue,K4,Kissagram Person,,IE
CountryLookupValue,K5,Kitchen Worker,,IE
CountryLookupValue,K6,Knitter,,IE
CountryLookupValue,L1,Labelling Operator,,IE
CountryLookupValue,L2,Laboratory Analyst,,IE
CountryLookupValue,L3,Laboratory Assistant,,IE
CountryLookupValue,L4,Laboratory Attendant,,IE
CountryLookupValue,L5,Laboratory Manager,,IE
CountryLookupValue,L6,Laboratory Operative,,IE
CountryLookupValue,L7,Laboratory Supervisor,,IE
CountryLookupValue,L8,Laboratory Technician,,IE
CountryLookupValue,L9,Labourer,,IE
CountryLookupValue,L10,Laminator,,IE
CountryLookupValue,L11,Lampshade Maker,,IE
CountryLookupValue,L12,Land Agent,,IE
CountryLookupValue,L13,Land Surveyor,,IE
CountryLookupValue,L14,Landlady,,IE
CountryLookupValue,L15,Landlord,,IE
CountryLookupValue,L16,Landowner,,IE
CountryLookupValue,L17,Landscape Architect,,IE
CountryLookupValue,L18,Landscape Gardener,,IE
CountryLookupValue,L19,Landworker,,IE
CountryLookupValue,L20,Lathe Operator,,IE
CountryLookupValue,L21,Laundry Worker,,IE
CountryLookupValue,L22,Lavatory Attendant,,IE
CountryLookupValue,L23,Law Clerk,,IE
CountryLookupValue,L24,Lawn Mower Repairer,,IE
CountryLookupValue,L25,Lawyer,,IE
CountryLookupValue,L26,Leaflet Distributor,,IE
CountryLookupValue,L27,Leather Worker,,IE
CountryLookupValue,L28,Lecturer,,IE
CountryLookupValue,L29,Ledger Clerk,,IE
CountryLookupValue,L30,Legal Advisor,,IE
CountryLookupValue,L31,Legal Assistant,,IE
CountryLookupValue,L32,Legal Executive,,IE
CountryLookupValue,L33,Legal Secretary,,IE
CountryLookupValue,L34,Leisure Centre Attendant,,IE
CountryLookupValue,L35,Leisure Centre Manager,,IE
CountryLookupValue,L36,Lens Grinder and Polisher,,IE
CountryLookupValue,L37,Letting Agent,,IE
CountryLookupValue,L38,Liaison Officer,,IE
CountryLookupValue,L39,Librarian,,IE
CountryLookupValue,L40,Library Manager,,IE
CountryLookupValue,L41,Licensee,,IE
CountryLookupValue,L42,Licensing Consultant,,IE
CountryLookupValue,L43,Lifeguard,,IE
CountryLookupValue,L44,Lift Attendant,,IE
CountryLookupValue,L45,Lift Engineer,,IE
CountryLookupValue,L46,Lighterman,,IE
CountryLookupValue,L47,Lighthouse Keeper,,IE
CountryLookupValue,L48,Lighting Designer,,IE
CountryLookupValue,L49,Lighting Technician,,IE
CountryLookupValue,L50,Lime Kiln Attendant,,IE
CountryLookupValue,L51,Line Manager,,IE
CountryLookupValue,L52,Line Worker,,IE
CountryLookupValue,L53,Linguist,,IE
CountryLookupValue,L54,Literary Agent,,IE
CountryLookupValue,L55,Literary Editor,,IE
CountryLookupValue,L56,Lithographer,,IE
CountryLookupValue,L57,Litigation Manager,,IE
CountryLookupValue,L58,Loader,,IE
CountryLookupValue,L59,Loans Manager,,IE
CountryLookupValue,L60,Local Government Officer,,IE
CountryLookupValue,L61,Lock Keeper,,IE
CountryLookupValue,L62,Locksmith,,IE
CountryLookupValue,L63,Locum Pharmacist,,IE
CountryLookupValue,L64,Log Merchant,,IE
CountryLookupValue,L65,Lorry Driver,,IE
CountryLookupValue,L66,Loss Adjustor,,IE
CountryLookupValue,L67,Loss Assessor,,IE
CountryLookupValue,L68,Lumberjack,,IE
CountryLookupValue,M1,Machine Fitters Mate,,IE
CountryLookupValue,M2,Machine Minder,,IE
CountryLookupValue,M3,Machine Operator,,IE
CountryLookupValue,M4,Machine Setter,,IE
CountryLookupValue,M5,Machine Technician,,IE
CountryLookupValue,M6,Machine Tool Engineer,,IE
CountryLookupValue,M7,Machine Tool Fitter,,IE
CountryLookupValue,M8,Machinist,,IE
CountryLookupValue,M9,Magician,,IE
CountryLookupValue,M10,Magistrate,,IE
CountryLookupValue,M11,Magistrates Clerk,,IE
CountryLookupValue,M12,Maid,,IE
CountryLookupValue,M13,Maintenance Engineer,,IE
CountryLookupValue,M14,Maintenance Fitter,,IE
CountryLookupValue,M15,Maintenance Man,,IE
CountryLookupValue,M16,Maintenance Manager,,IE
CountryLookupValue,M17,Maintenance Staff,,IE
CountryLookupValue,M18,Make Up Artist,,IE
CountryLookupValue,M19,Make Up Supervisor,,IE
CountryLookupValue,M20,Management Consultant,,IE
CountryLookupValue,M21,Management Trainee,,IE
CountryLookupValue,M22,Manager,,IE
CountryLookupValue,M23,Managing Director,,IE
CountryLookupValue,M24,Manicurist,,IE
CountryLookupValue,M25,Manufacturing Agent,,IE
CountryLookupValue,M26,Manufacturing Technician,,IE
CountryLookupValue,M27,Map Mounter,,IE
CountryLookupValue,M28,Marble Finisher,,IE
CountryLookupValue,M29,Marble Mason,,IE
CountryLookupValue,M30,Marine Broker,,IE
CountryLookupValue,M31,Marine Consultant,,IE
CountryLookupValue,M32,Marine Electrician,,IE
CountryLookupValue,M33,Marine Engineer,,IE
CountryLookupValue,M34,Marine Geologist,,IE
CountryLookupValue,M35,Marine Pilot,,IE
CountryLookupValue,M36,Marine Surveyor,,IE
CountryLookupValue,M37,Market Gardener,,IE
CountryLookupValue,M38,Market Research Assistant,,IE
CountryLookupValue,M39,Market Researcher,,IE
CountryLookupValue,M40,Market Trader,,IE
CountryLookupValue,M41,Marketing Agent,,IE
CountryLookupValue,M42,Marketing Assistant,,IE
CountryLookupValue,M43,Marketing Consultant,,IE
CountryLookupValue,M44,Marketing Co-Ordinator,,IE
CountryLookupValue,M45,Marketing Director,,IE
CountryLookupValue,M46,Marketing Executive,,IE
CountryLookupValue,M47,Marketing Manager,,IE
CountryLookupValue,M48,Marquee Erector,,IE
CountryLookupValue,M49,Martial Arts Instructor,,IE
CountryLookupValue,M50,Massage Therapist,,IE
CountryLookupValue,M51,Masseur,,IE
CountryLookupValue,M52,Masseuse,,IE
CountryLookupValue,M53,Master Mariner,,IE
CountryLookupValue,M54,Master of Ceremonies,,IE
CountryLookupValue,M55,Master Of Foxhounds,,IE
CountryLookupValue,M56,Materials Controller,,IE
CountryLookupValue,M57,Materials Manager,,IE
CountryLookupValue,M58,Mathematician,,IE
CountryLookupValue,M59,Matron,,IE
CountryLookupValue,M60,Mattress Maker,,IE
CountryLookupValue,M61,Mature Student,,IE
CountryLookupValue,M62,Meat Inspector,,IE
CountryLookupValue,M63,Meat Wholesaler,,IE
CountryLookupValue,M64,Mechanic,,IE
CountryLookupValue,M65,Mechanical Engineer,,IE
CountryLookupValue,M66,Mechanical Technician,,IE
CountryLookupValue,M67,Medal Dealer,,IE
CountryLookupValue,M68,Medical Advisor,,IE
CountryLookupValue,M69,Medical Assistant,,IE
CountryLookupValue,M70,Medical Consultant,,IE
CountryLookupValue,M71,Medical Officer,,IE
CountryLookupValue,M72,Medical Physicist,,IE
CountryLookupValue,M73,Medical Practitioner,,IE
CountryLookupValue,M74,Medical Researcher,,IE
CountryLookupValue,M75,Medical Secretary,,IE
CountryLookupValue,M76,Medical Student,,IE
CountryLookupValue,M77,Medical Supplier,,IE
CountryLookupValue,M78,Medical Technician,,IE
CountryLookupValue,M79,Member Of Parliament,,IE
CountryLookupValue,M80,Merchandiser,,IE
CountryLookupValue,M81,Merchant Banker,,IE
CountryLookupValue,M82,Merchant Seaman,,IE
CountryLookupValue,M83,Messenger,,IE
CountryLookupValue,M84,Metal Dealer,,IE
CountryLookupValue,M85,Metal Engineer,,IE
CountryLookupValue,M86,Metal Polisher,,IE
CountryLookupValue,M87,Metal Worker,,IE
CountryLookupValue,M88,Metallurgist,,IE
CountryLookupValue,M89,Meteorologist,,IE
CountryLookupValue,M90,Meter Reader,,IE
CountryLookupValue,M91,Microbiologist,,IE
CountryLookupValue,M92,Microfilm Operator,,IE
CountryLookupValue,M93,Midwife,,IE
CountryLookupValue,M94,Milklady,,IE
CountryLookupValue,M95,Milkman,,IE
CountryLookupValue,M96,Mill Operator,,IE
CountryLookupValue,M97,Mill Worker,,IE
CountryLookupValue,M98,Miller,,IE
CountryLookupValue,M99,Milliner,,IE
CountryLookupValue,M100,Millwright,,IE
CountryLookupValue,M101,Miner,,IE
CountryLookupValue,M102,Mineralologist,,IE
CountryLookupValue,M103,Minibus Driver,,IE
CountryLookupValue,M104,Minicab Driver,,IE
CountryLookupValue,M105,Mining Consultant,,IE
CountryLookupValue,M106,Mining Engineer,,IE
CountryLookupValue,M107,Minister Of Religion,,IE
CountryLookupValue,M108,Missionary,,IE
CountryLookupValue,M109,Mobile Caterer,,IE
CountryLookupValue,M110,Mobile Disc Jockey,,IE
CountryLookupValue,M111,Mobile Disco Owner,,IE
CountryLookupValue,M112,Mobile Hairdresser,,IE
CountryLookupValue,M113,Mobile Motor Mechanic,,IE
CountryLookupValue,M114,Model,,IE
CountryLookupValue,M115,Model Maker,,IE
CountryLookupValue,M116,Money Broker,,IE
CountryLookupValue,M117,Money Dealer,,IE
CountryLookupValue,M118,Moneylender,,IE
CountryLookupValue,M119,Monk,,IE
CountryLookupValue,M120,Monumental Sculptor,,IE
CountryLookupValue,M121,Mooring Contractor,,IE
CountryLookupValue,M122,Mortgage Broker,,IE
CountryLookupValue,M123,Mortgage Consultant,,IE
CountryLookupValue,M124,Mortician,,IE
CountryLookupValue,M125,Motor Dealer,,IE
CountryLookupValue,M126,Motor Engineer,,IE
CountryLookupValue,M127,Motor Fitter,,IE
CountryLookupValue,M128,Motor Mechanic,,IE
CountryLookupValue,M129,Motor Racing organiser,,IE
CountryLookupValue,M130,Motor Trader,,IE
CountryLookupValue,M131,Museum Assistant,,IE
CountryLookupValue,M132,Museum Attendant,,IE
CountryLookupValue,M133,Museum Consultant,,IE
CountryLookupValue,M134,Museum Technician,,IE
CountryLookupValue,M135,Music Teacher,,IE
CountryLookupValue,M136,Music Therapist,,IE
CountryLookupValue,M137,Music Wholesaler,,IE
CountryLookupValue,M138,Musician,,IE
CountryLookupValue,N1,Nanny,,IE
CountryLookupValue,N2,Naturopath,,IE
CountryLookupValue,N3,Navigator,,IE
CountryLookupValue,N4,Negotiator,,IE
CountryLookupValue,N5,Neurologist,,IE
CountryLookupValue,N6,Newsagent,,IE
CountryLookupValue,N7,Night Porter,,IE
CountryLookupValue,N8,Night Watchman,,IE
CountryLookupValue,N9,Non Commissioned Officer,,IE
CountryLookupValue,N10,Not In Employment,,IE
CountryLookupValue,N11,Notary Public,,IE
CountryLookupValue,N12,Nuclear Scientist,,IE
CountryLookupValue,N13,Nun,,IE
CountryLookupValue,N14,Nurse,,IE
CountryLookupValue,N15,Nursery Assistant,,IE
CountryLookupValue,N16,Nursery Nurse,,IE
CountryLookupValue,N17,Nursery Worker,,IE
CountryLookupValue,N18,Nurseryman,,IE
CountryLookupValue,N19,Nursing Assistant,,IE
CountryLookupValue,N20,Nursing Auxiliary,,IE
CountryLookupValue,N21,Nursing Manager,,IE
CountryLookupValue,N22,Nursing Sister,,IE
CountryLookupValue,N23,Nutritionist,,IE
CountryLookupValue,O1,Occupational Health Consultant,,IE
CountryLookupValue,O2,Occupational Health Nurse,,IE
CountryLookupValue,O3,Occupational Therapist,,IE
CountryLookupValue,O4,Oculist,,IE
CountryLookupValue,O5,Off Shore Surveyor,,IE
CountryLookupValue,O6,Office Administrator,,IE
CountryLookupValue,O7,Office Manager,,IE
CountryLookupValue,O8,Oil Broker,,IE
CountryLookupValue,O9,Oil Rig Crew,,IE
CountryLookupValue,O10,Opera Singer,,IE
CountryLookupValue,O11,Operations Director,,IE
CountryLookupValue,O12,Operations Manager,,IE
CountryLookupValue,O13,Operations Supervisor,,IE
CountryLookupValue,O14,Opthalmic Technician,,IE
CountryLookupValue,O15,Optical Advisor,,IE
CountryLookupValue,O16,Optical Assistant,,IE
CountryLookupValue,O17,Optical Technician,,IE
CountryLookupValue,O18,Optician,,IE
CountryLookupValue,O19,Optometrist,,IE
CountryLookupValue,O20,Orchestral Violinist,,IE
CountryLookupValue,O21,Order Clerk,,IE
CountryLookupValue,O22,Organist,,IE
CountryLookupValue,O23,Ornamental Blacksmith,,IE
CountryLookupValue,O24,Ornithologist,,IE
CountryLookupValue,O25,Orthopaedic Technician,,IE
CountryLookupValue,O26,Orthoptist,,IE
CountryLookupValue,O27,Osteopath,,IE
CountryLookupValue,O28,Ostler,,IE
CountryLookupValue,O29,Other,,IE
CountryLookupValue,O30,Outdoor Pursuits Instructor,,IE
CountryLookupValue,O31,Outfitter,,IE
CountryLookupValue,O32,Outreach Worker,,IE
CountryLookupValue,O33,Overhead Line Instructor,,IE
CountryLookupValue,O34,Overhead Lineman,,IE
CountryLookupValue,O35,Overlocker,,IE
CountryLookupValue,O36,Overseas Mailer,,IE
CountryLookupValue,O37,Overwriter,,IE
CountryLookupValue,P1,Packaging Consultant,,IE
CountryLookupValue,P2,Packer,,IE
CountryLookupValue,P3,Paediatrician,,IE
CountryLookupValue,P4,Pager Operator,,IE
CountryLookupValue,P5,Paint Consultant,,IE
CountryLookupValue,P6,Paint Sprayer,,IE
CountryLookupValue,P7,Painter,,IE
CountryLookupValue,P8,Painter And Decorator,,IE
CountryLookupValue,P9,Palaeobotanist,,IE
CountryLookupValue,P10,Palaeontologist,,IE
CountryLookupValue,P11,Pallet Maker,,IE
CountryLookupValue,P12,Panel Beater,,IE
CountryLookupValue,P13,Paper Mill Worker,,IE
CountryLookupValue,P14,Parachute Packer,,IE
CountryLookupValue,P15,Paramedic,,IE
CountryLookupValue,P16,Park Attendant,,IE
CountryLookupValue,P17,Park Keeper,,IE
CountryLookupValue,P18,Park Ranger,,IE
CountryLookupValue,P19,Partition Erector,,IE
CountryLookupValue,P20,Parts Man,,IE
CountryLookupValue,P21,Parts Manager,,IE
CountryLookupValue,P22,Parts Supervisor,,IE
CountryLookupValue,P23,Party Planner,,IE
CountryLookupValue,P24,Pasteuriser,,IE
CountryLookupValue,P25,Pastry Chef,,IE
CountryLookupValue,P26,Patent Agent,,IE
CountryLookupValue,P27,Patent Attorney,,IE
CountryLookupValue,P28,Pathologist,,IE
CountryLookupValue,P29,Patrol Person,,IE
CountryLookupValue,P30,Patrolman,,IE
CountryLookupValue,P31,Pattern Cutter,,IE
CountryLookupValue,P32,Pattern Maker,,IE
CountryLookupValue,P33,Pattern Weaver,,IE
CountryLookupValue,P34,Paviour,,IE
CountryLookupValue,P35,Pawnbroker,,IE
CountryLookupValue,P36,Payment Officer,,IE
CountryLookupValue,P37,Payroll Assistant,,IE
CountryLookupValue,P38,Payroll Clerk,,IE
CountryLookupValue,P39,Payroll Manager,,IE
CountryLookupValue,P40,Payroll Supervisor,,IE
CountryLookupValue,P41,Pearl Stringer,,IE
CountryLookupValue,P42,Pedicurist,,IE
CountryLookupValue,P43,Pensions Consultant,,IE
CountryLookupValue,P44,Pensions Manager,,IE
CountryLookupValue,P45,Personal Assistant,,IE
CountryLookupValue,P46,Personnel Administrator,,IE
CountryLookupValue,P47,Personnel Manager,,IE
CountryLookupValue,P48,Personnel Officer,,IE
CountryLookupValue,P49,Pest Control,,IE
CountryLookupValue,P50,Pest Controller,,IE
CountryLookupValue,P51,Pet Minder,,IE
CountryLookupValue,P52,Petrol Station Attendant,,IE
CountryLookupValue,P53,Petroleum Engineer,,IE
CountryLookupValue,P54,Petty Officer,,IE
CountryLookupValue,P55,Pharmaceutical Assistant,,IE
CountryLookupValue,P56,Pharmacist,,IE
CountryLookupValue,P57,Pharmacy Manager,,IE
CountryLookupValue,P58,Pharmacy Technician,,IE
CountryLookupValue,P59,Philatelist,,IE
CountryLookupValue,P60,Phlebotomist,,IE
CountryLookupValue,P61,Photo Engraver,,IE
CountryLookupValue,P62,Photo Laboratory Processor,,IE
CountryLookupValue,P63,Photo Technician,,IE
CountryLookupValue,P64,Photocopy Machine Technician,,IE
CountryLookupValue,P65,Photographer,,IE
CountryLookupValue,P66,Photographic Agent,,IE
CountryLookupValue,P67,Physician,,IE
CountryLookupValue,P68,Physicist,,IE
CountryLookupValue,P69,Physiologist,,IE
CountryLookupValue,P70,Physiotherapist,,IE
CountryLookupValue,P71,Piano Teacher,,IE
CountryLookupValue,P72,Piano Tuner,,IE
CountryLookupValue,P73,Picker,,IE
CountryLookupValue,P74,Picture Editor,,IE
CountryLookupValue,P75,Picture Framer,,IE
CountryLookupValue,P76,Picture Researcher,,IE
CountryLookupValue,P77,Pig Man,,IE
CountryLookupValue,P78,Pig Manager,,IE
CountryLookupValue,P79,Pilot,,IE
CountryLookupValue,P80,Pipe Fitter,,IE
CountryLookupValue,P81,Pipe Inspector,,IE
CountryLookupValue,P82,Pipe Insulator,,IE
CountryLookupValue,P83,Pipe Layer,,IE
CountryLookupValue,P84,Planning Engineer,,IE
CountryLookupValue,P85,Planning Manager,,IE
CountryLookupValue,P86,Planning Officer,,IE
CountryLookupValue,P87,Planning Technician,,IE
CountryLookupValue,P88,Plant Attendant,,IE
CountryLookupValue,P89,Plant Driver,,IE
CountryLookupValue,P90,Plant Engineer,,IE
CountryLookupValue,P91,Plant Fitter,,IE
CountryLookupValue,P92,Plant Manager,,IE
CountryLookupValue,P93,Plant Operator,,IE
CountryLookupValue,P94,Plasterer,,IE
CountryLookupValue,P95,Plastics Consultant,,IE
CountryLookupValue,P96,Plastics Engineer,,IE
CountryLookupValue,P97,Plate Layer,,IE
CountryLookupValue,P98,Plater,,IE
CountryLookupValue,P99,Playgroup Assistant,,IE
CountryLookupValue,P100,Playgroup Leader,,IE
CountryLookupValue,P101,Plumber,,IE
CountryLookupValue,P102,Plumbing And Heating Engineer,,IE
CountryLookupValue,P103,Podiatrist,,IE
CountryLookupValue,P104,Police Officer,,IE
CountryLookupValue,P105,Polisher,,IE
CountryLookupValue,P106,Pool Attendant,,IE
CountryLookupValue,P107,Pools Collector,,IE
CountryLookupValue,P108,Porter,,IE
CountryLookupValue,P109,Portfolio Manager,,IE
CountryLookupValue,P110,Post Card Seller,,IE
CountryLookupValue,P111,Post Office Counter Clerk,,IE
CountryLookupValue,P112,Post Sorter,,IE
CountryLookupValue,P113,Postman,,IE
CountryLookupValue,P114,Postmaster,,IE
CountryLookupValue,P115,Postwoman,,IE
CountryLookupValue,P116,Potato Merchant,,IE
CountryLookupValue,P117,Potter,,IE
CountryLookupValue,P118,Practice Manager,,IE
CountryLookupValue,P119,Preacher,,IE
CountryLookupValue,P120,Precision Engineer,,IE
CountryLookupValue,P121,Premises Security Installers,,IE
CountryLookupValue,P122,Press Officer,,IE
CountryLookupValue,P123,Press Operator,,IE
CountryLookupValue,P124,Press Setter,,IE
CountryLookupValue,P125,Presser,,IE
CountryLookupValue,P126,Priest,,IE
CountryLookupValue,P127,Print Finisher,,IE
CountryLookupValue,P128,Printer,,IE
CountryLookupValue,P129,Prison Chaplain,,IE
CountryLookupValue,P130,Prison Officer,,IE
CountryLookupValue,P131,Private Investigator,,IE
CountryLookupValue,P132,Probation Officer,,IE
CountryLookupValue,P133,Probation Worker,,IE
CountryLookupValue,P134,Process Engineer,,IE
CountryLookupValue,P135,Process Operator,,IE
CountryLookupValue,P136,Process Worker,,IE
CountryLookupValue,P137,Procurator Fiscal,,IE
